dataset_id,normalized_mae,normalized_rmse,stockout_rate,stockout_days,mape,mape_count,total_samples,horizon,objective,mae,rmse,category
C066,0.039733678488691415,0.0499275531604097,1.4245014245014245,5,3.9186623041330804,351,351,14,l2,25.449024867235597,31.97809994614822,C
A026,0.037296691023018115,0.05080519205036547,1.4245014245014245,5,3.875396846676397,351,351,14,l2,25.68095006611712,34.98234198148298,A
E081,0.0967217386795167,0.12645224489782342,0.5698005698005698,2,9.483538832023516,351,351,14,l2,25.864660501244433,33.81498749458547,E
C079,0.04417194947740069,0.057581225425541005,1.1396011396011396,4,4.526539276923843,351,351,14,l2,25.908673135639155,33.77376742367145,C
A055,0.037893498077438276,0.046211568529213376,1.4245014245014245,5,3.964830638382283,351,351,14,l2,25.962444117244285,31.661507287030993,A
C074,0.039452089635095576,0.05429655210231635,1.4245014245014245,5,4.054967949733386,351,351,14,l2,26.128860447357532,35.96025066799137,C
E022,0.10244293225567078,0.14696185380625748,1.1396011396011396,4,9.678276088264127,351,351,14,l2,26.1407511977533,37.50081309974717,E
A081,0.038293943744979256,0.04648202654521286,0.8547008547008548,3,3.87127696231201,351,351,14,l2,26.1941485171141,31.79503043118614,A
A071,0.03777680865114855,0.046891205631646705,1.4245014245014245,5,3.7181841225169134,351,351,14,l2,26.34883971611648,32.70601475877061,A
C044,0.04499345400818038,0.056720119162108014,1.1396011396011396,4,4.535610279355062,351,351,14,l2,26.392955022832762,33.27176334724282,C
A076,0.03790747688336386,0.04520545807181091,1.1396011396011396,4,3.8494262028675776,351,351,14,l2,26.42971927443719,31.51799235244382,A
C053,0.0467346064613699,0.057738622172735114,1.1396011396011396,4,4.668663320525966,351,351,14,l2,26.635796448387822,32.90739569347953,C
C030,0.04735825011593884,0.06070339780330714,1.4245014245014245,5,4.83021514094715,351,351,14,l2,26.65432954032431,34.1652904257582,C
C090,0.04796360006834639,0.06077056198949936,1.4245014245014245,5,4.953302079403094,351,351,14,l2,26.92602717683015,34.115658569182024,C
A017,0.03857014734286673,0.04675905815110105,0.8547008547008548,3,4.006239562634708,351,351,14,l2,27.14074678651655,32.90305701903788,A
E035,0.10374888155471483,0.1660415949457111,0.5698005698005698,2,9.652078493119278,351,351,14,l2,27.218267832149174,43.560610338976815,E
E018,0.10857654972980828,0.14695867464666734,1.1396011396011396,4,10.491146557990954,351,351,14,l2,27.24188726069885,36.87197333741711,E
A016,0.03945615330625067,0.048431849443093165,1.4245014245014245,5,3.9251571526726527,351,351,14,l2,27.352781560845212,33.575138157089505,A
A093,0.03975436970336704,0.049478149779400446,1.4245014245014245,5,3.9979068673628193,351,351,14,l2,27.492355225972943,34.21688935855426,A
A095,0.0405405153985157,0.05100218701665746,0.8547008547008548,3,4.0122823239814265,351,351,14,l2,27.949393616026267,35.161866744766016,A
E013,0.10571593388925585,0.13292003405596772,0.8547008547008548,3,10.51600734169062,351,351,14,l2,28.07134526005787,35.295002661305865,E
A051,0.04036388120216493,0.0529037992128914,1.4245014245014245,5,4.180383201429658,351,351,14,l2,28.185948747615466,36.94252705036498,A
